,Tar_acc,Val_acc
0,0.7794166666666666,0.9756
1,0.94235,0.9823
2,0.95495,0.979
3,0.9616166666666667,0.9859
4,0.9649,0.9884
5,0.9750666666666666,0.9916
6,0.9768666666666667,0.9923
7,0.9787,0.9915
8,0.9794166666666667,0.9923
9,0.9795166666666667,0.991
