,Tar_acc,Val_acc
0,0.7605166666666666,0.9754
1,0.9414,0.9804
2,0.95695,0.9871
3,0.9609333333333333,0.9856
4,0.9653666666666667,0.9871
5,0.97665,0.992
6,0.9784333333333334,0.9928
7,0.9789833333333333,0.9929
8,0.98015,0.9919
9,0.9808,0.993
